b bgt,box_x,box_y,box_z,f_sweep_start,f_sweep_stop,detuning_hz_sim_result,Q_sim_result,use_PLL,PLL_filter_BW_cycles,f_sweep_rate,orientation,periodic_bc,particle_dia,force_amp,grav_y,num_damping,damp_gravity,num_damp_fix,time_step,ball_gen_method,settled_packing,seed,packing_factor_bg8,verlet_dist,q_Factor,beam_length,beam_height,pocket_height,pocket_len,pocketLoc1,pocketLoc2,pocketLoc2_Y,mode_num,modal_method,beam_kappa,beam_young,solution_method,q_guess,force_method,base_excitation,distribution,restitution_coeff,cn,beta_n,wall_frict_angle,sphere_frict_angle,include_vel_scale,young_mod,poisson,normalCohesion,n_windows_per_pocket,sidewall_frict,Mindlin_Type,eta_roll,roll_frict,timestep_val,StokesDrag,BottomWallKFactor,DMT_gamma,DMT_cutoff,comment,,,,,,,,,,,,,,,,,,
2459,0.000212,0.002,0.000212,450,450,0,7,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,14,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,10,arbitrary,18,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_interp2x16_quadbias4_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,1,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,number of modes,,,,,,,,,,,,,,,,,,,,,,,,,
2460,0.000212,0.002,0.000212,450,450,0,7,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,14,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,12,arbitrary,18,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_interp2x16_quadbias4_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,1,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,number of modes,,,,,,,,,,,,,,,,,,,,,,,,,
2461,0.0012,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2462,0.0012,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,BC 8 messed up dont use,,,,,,,,,,,,,,,,,,,,,,,,,
2463,0.0012,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,31.6,-9.81,0,0.006,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2464,0.0012,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2465,0.000212,0.002,0.000212,450,450,0,7,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,14,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,9,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_interp1x16_quadbias4_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,1,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2466,0.00232,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,8,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2467,0.00232,0.002,0.000212,450,450,0,8,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,16,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2468,0.015,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,30000,-981,0,0.003,1,-1,2,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,9,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_interp1x16_quadbias4_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2469,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2470,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2471,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2472,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.006,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2473,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2474,0.000212,0.002,0.000212,450,450,0,7,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,14,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,9,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_interp1x16_quadbias4_pockets.csv,nan,-1,nan,ImpactForce,nan,nan,uniform,1,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2475,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2476,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.37,0.37,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2477,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2478,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,65.8,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2479,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2480,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.01,0.01,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2481,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.01,0.01,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2482,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.15,0.15,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2483,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.15,0.15,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2484,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2485,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2486,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.37,0.37,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2487,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2488,0.001,0.001,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,16,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2489,0.001,0.003,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,16,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2490,0.001,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,16,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2491,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.001,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2492,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.008,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2493,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mm_FE50x40_modes.csv,Hollow2mm_FE50x40__column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,2 mm hollow,,,,,,,,,,,,,,,,,,,,,,,,,
2494,0.001,0.001,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow1mm_FE50x40_modes.csv,Hollow1mm_FE50x40__column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,1 mm hollow,,,,,,,,,,,,,,,,,,,,,,,,,
2495,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2496,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,65.8,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2497,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2498,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,10,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2499,0.00116,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,100,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2500,0.05,0.003,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,17,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,50,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x50_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,0,0,0,0,CundallStrack,baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2501,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,0,-981,0,0.003,1,-1,0,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,300000,0.83,0,1,0,0,0,CundallStrack,testing dont use,,,,,,,,,,,,,,,,,,,,,,,,,
2502,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.5,0.5,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2503,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.1,0.1,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2504,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2505,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.37,0.37,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2506,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.01,0.01,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2507,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.15,0.15,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2508,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,2,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2509,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,3,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2510,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,31.6,-9.81,0,0.003,1,-1,15,4,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
2511,0.0012,0.002,0.000212,450,450,0,11,1.50E-05,4.50E-05,-31.6,-9.81,0,0.003,1,-1,15,1,0.6,-0.1,nan,nan,nan,nan,nan,nan,nan,8,arbitrary,25,Hollow2mmVertRibs6x6_modes.csv,Hollow2mmVertRibs_FE6x6_column1x25_pockets.csv,1,-1,nan,ImpactForce,nan,nan,uniform,0,1,0,0,0,0.23,0.23,30000000,0.83,0,1,0,0,0,CundallStrack,"30 mm box, x_wall_friction",,,,,,,,,,,,,,,,,,,,,,,,,
